protocol,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,label
udp,-,-,-,-,S0,-
udp,dhcp,59.877210,3000,0,S0,-
tcp,ssl,8.694724,3925,4865,S3,-
udp,dhcp,59.418260,3000,0,S0,-
tcp,http,300.137898,292,775,SF,-
tcp,-,0.030637,0,0,SF,-
udp,dns,0.014608,47,111,SF,-
udp,dns,0.020046,43,111,SF,-
tcp,http,0.244767,157,371,SF,-
tcp,http,0.260684,135,238,SF,-
udp,dns,0.011939,40,56,SF,-
icmp,-,0.015275,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,57.247571,3000,0,S0,-
tcp,-,0.120829,259,110,OTH,-
udp,dhcp,60.485807,3000,0,S0,-
udp,dns,7.009518,804,0,S0,-
udp,dns,7.009599,804,0,S0,-
udp,dns,7.009447,804,0,S0,-
tcp,-,0.022320,0,0,SF,-
tcp,http,300.159630,292,775,SF,-
udp,dns,0.010982,47,111,SF,-
udp,dns,0.010455,43,111,SF,-
udp,dns,0.015088,36,68,SF,-
udp,dns,0.014735,36,68,SF,-
tcp,http,0.297208,157,371,SF,-
tcp,http,0.267357,135,238,SF,-
udp,dns,0.012469,40,56,SF,-
udp,dns,0.012544,40,56,SF,-
icmp,-,0.019863,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,58.640176,3000,0,S0,-
udp,dhcp,59.133941,3000,0,S0,-
tcp,-,0.108866,53,0,RSTR,-
udp,dns,0.013915,46,62,SF,-
tcp,ssl,47.769808,5247,4865,RSTR,-
tcp,-,0.026819,0,0,SF,-
tcp,http,300.087594,292,775,SF,-
udp,dns,0.012423,47,111,SF,-
udp,dns,0.016974,43,111,SF,-
tcp,http,0.386166,135,238,SF,-
tcp,http,0.364104,157,371,SF,-
udp,dhcp,58.435321,3000,0,S0,-
udp,dns,0.015384,40,56,SF,-
icmp,-,0.011259,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.527556,3000,0,S0,-
udp,dns,0.011680,46,62,SF,-
tcp,ssl,66.557389,4261,4865,RSTR,-
udp,dhcp,58.941493,3000,0,S0,-
tcp,http,300.140121,292,775,SF,-
tcp,-,0.037164,0,0,SF,-
udp,dns,0.016347,47,111,SF,-
udp,dns,0.024670,43,111,SF,-
tcp,http,0.236911,135,238,SF,-
tcp,http,0.239707,157,371,SF,-
udp,dns,0.012039,40,56,SF,-
udp,dns,0.003952,40,56,SF,-
icmp,-,0.038358,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,60.648468,3000,0,S0,-
udp,dns,7.013786,1087,0,S0,-
udp,dns,7.013791,1216,0,S0,-
udp,dns,7.013681,1087,0,S0,-
udp,dhcp,57.944399,3000,0,S0,-
tcp,http,300.134993,292,775,SF,-
tcp,-,0.026637,0,0,SF,-
udp,dns,0.010620,47,111,SF,-
udp,dns,0.012549,43,111,SF,-
udp,dns,0.010265,36,68,SF,-
udp,dns,0.005728,36,68,SF,-
tcp,http,0.259778,135,238,SF,-
udp,dns,0.012262,40,56,SF,-
udp,dhcp,58.480505,3000,0,S0,-
icmp,-,0.014866,560,560,OTH,-
udp,-,0.185756,48,48,SF,-
udp,-,-,-,-,S0,-
tcp,-,0.135293,241,92,OTH,-
udp,dns,0.009883,46,62,SF,-
udp,dhcp,58.842557,3000,0,S0,-
tcp,http,300.125669,292,775,SF,-
tcp,-,0.039000,0,0,SF,-
udp,dhcp,58.725030,3000,0,S0,-
udp,dns,0.014181,47,111,SF,-
udp,dns,0.015639,43,111,SF,-
tcp,http,0.233887,157,371,SF,-
udp,dns,0.012176,40,56,SF,-
icmp,-,0.031575,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,0.190132,48,48,SF,-
tcp,ssl,8.672614,3733,4865,S3,-
tcp,-,0.365445,383,174,SF,-
udp,dhcp,59.755464,3000,0,S0,-
tcp,-,0.116650,53,0,RSTR,-
udp,dns,0.012400,46,62,SF,-
udp,dhcp,60.336176,3000,0,S0,-
tcp,http,300.132762,292,775,SF,-
tcp,-,0.025629,0,0,SF,-
udp,dns,0.013466,47,111,SF,-
udp,dns,0.032341,43,111,SF,-
icmp,-,0.025885,560,560,OTH,-
udp,-,0.181651,48,48,SF,-
udp,-,0.180162,48,48,SF,-
udp,dhcp,59.663556,3000,0,S0,-
tcp,ssl,299.947499,4618,4865,SF,-
udp,dns,0.033153,46,62,SF,-
udp,dns,7.008060,804,0,S0,-
udp,dns,7.008045,804,0,S0,-
udp,dns,7.008036,804,0,S0,-
udp,dhcp,58.226316,3000,0,S0,-
tcp,http,300.176227,292,775,SF,-
tcp,-,0.070161,0,0,SF,-
udp,dns,0.010039,47,111,SF,-
udp,dns,0.014084,43,111,SF,-
udp,dns,0.017321,36,68,SF,-
udp,dns,0.013375,36,68,SF,-
tcp,http,0.240730,157,371,SF,-
tcp,http,0.253539,135,238,SF,-
udp,dns,0.011296,40,56,SF,-
udp,dns,0.011359,40,56,SF,-
udp,dhcp,58.819587,3000,0,S0,-
icmp,-,0.026285,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,60.079005,3000,0,S0,-
tcp,ssl,8.806001,3797,4865,S3,-
tcp,-,0.108725,53,0,RSTR,-
udp,dns,0.012582,46,62,SF,-
tcp,http,300.134625,292,775,SF,-
tcp,-,0.075070,0,0,SF,-
udp,dhcp,58.777580,3000,0,S0,-
udp,dns,0.017710,47,111,SF,-
udp,dns,0.016850,43,111,SF,-
tcp,http,0.239451,135,238,SF,-
tcp,http,0.241800,157,371,SF,-
udp,dns,0.012978,40,56,SF,-
udp,dns,0.013053,40,56,SF,-
icmp,-,0.018205,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.125036,3000,0,S0,-
udp,dns,5.895247,375,0,S0,-
udp,dns,5.895328,375,0,S0,-
udp,dns,5.895258,375,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dhcp,58.309093,3000,0,S0,-
tcp,ssl,8.731393,3733,4865,S3,-
tcp,http,300.092603,292,775,SF,-
tcp,-,0.029451,0,0,SF,-
udp,dns,0.014069,47,111,SF,-
udp,dns,0.020303,43,111,SF,-
tcp,http,0.234838,135,238,SF,-
tcp,http,0.238044,157,371,SF,-
udp,dns,0.011419,40,56,SF,-
udp,dns,0.004309,40,56,SF,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
icmp,-,0.013779,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,60.022897,3000,0,S0,-
tcp,-,0.110454,241,92,OTH,-
udp,dhcp,58.601179,3000,0,S0,-
udp,dns,7.001292,804,0,S0,-
udp,dns,7.001257,804,0,S0,-
udp,dns,7.001252,804,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
tcp,http,300.139783,292,775,SF,-
tcp,-,0.035407,0,0,SF,-
udp,dns,0.013016,47,111,SF,-
udp,dns,0.013531,43,111,SF,-
udp,dns,0.012458,36,68,SF,-
udp,dns,0.011371,36,68,SF,-
tcp,http,0.232223,135,238,SF,-
udp,dns,0.030134,40,56,SF,-
udp,dhcp,59.221614,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
icmp,-,0.014704,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,0.179226,48,48,SF,-
tcp,ssl,0.716722,1371,5528,SF,-
udp,dns,0.010183,32,48,SF,-
udp,dns,0.011219,37,53,SF,-
udp,dhcp,59.963345,3000,0,S0,-
tcp,-,0.110444,53,0,RSTR,-
udp,dns,0.013401,46,62,SF,-
tcp,ssl,159.758637,1674,5381,RSTR,-
udp,dhcp,58.298713,3000,0,S0,-
tcp,http,300.129369,292,775,SF,-
tcp,-,0.029309,0,0,SF,-
udp,dns,0.012123,47,111,SF,-
udp,dns,0.014160,43,111,SF,-
tcp,http,0.348552,135,238,SF,-
tcp,http,0.353039,157,371,SF,-
udp,dns,0.013565,40,56,SF,-
udp,dns,0.007083,40,56,SF,-
icmp,-,0.013935,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.930669,3000,0,S0,-
tcp,ssl,8.676177,3733,4865,S3,-
udp,dhcp,59.829478,3000,0,S0,-
tcp,http,300.094909,292,775,SF,-
tcp,-,0.035601,0,0,SF,-
udp,dns,0.011128,47,111,SF,-
udp,dns,0.028938,43,111,SF,-
tcp,http,0.231467,135,238,SF,-
tcp,http,0.239568,157,371,SF,-
udp,dns,0.014760,40,56,SF,-
udp,dns,0.000631,40,56,SF,-
icmp,-,0.017477,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.743509,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dhcp,59.690766,3000,0,S0,-
udp,dns,7.005401,804,0,S0,-
udp,dns,7.005426,804,0,S0,-
udp,dns,7.005415,804,0,S0,-
tcp,http,300.128329,292,775,SF,-
tcp,-,0.026492,0,0,SF,-
udp,dns,0.009741,47,111,SF,-
udp,dns,0.013731,43,111,SF,-
udp,dns,0.012040,36,68,SF,-
udp,dns,0.012038,36,68,SF,-
udp,dhcp,59.099385,3000,0,S0,-
icmp,-,0.014977,560,560,OTH,-
udp,-,0.197158,48,48,SF,-
udp,-,0.196138,48,48,SF,-
udp,dhcp,60.250624,3000,0,S0,-
tcp,-,0.112656,53,0,RSTR,-
udp,dns,0.011903,46,62,SF,-
udp,dhcp,59.869640,3000,0,S0,-
tcp,http,300.122758,292,775,SF,-
tcp,-,0.025762,0,0,SF,-
udp,dns,0.009850,47,111,SF,-
udp,dns,0.010236,43,111,SF,-
tcp,http,0.252344,135,238,SF,-
tcp,http,0.258220,157,371,SF,-
udp,dns,0.009732,40,56,SF,-
udp,dns,0.008784,40,56,SF,-
icmp,-,0.015116,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dns,20.411436,525,0,S0,-
udp,dns,20.411314,525,0,S0,-
udp,dns,20.411316,525,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dhcp,59.445027,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
tcp,ssl,8.867666,3733,4865,S3,-
udp,dhcp,59.002290,3000,0,S0,-
tcp,-,0.124000,241,92,OTH,-
tcp,-,0.021520,0,0,SF,-
tcp,http,300.180598,292,775,SF,-
udp,dns,0.010655,47,111,SF,-
udp,dns,0.014539,43,111,SF,-
tcp,http,0.400503,135,238,SF,-
udp,dns,0.009818,40,56,SF,-
icmp,-,0.030141,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,0.190836,48,48,SF,-
udp,dhcp,58.020596,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,0.101388,412,0,S0,-
udp,dhcp,59.071772,3000,0,S0,-
udp,dns,7.005130,804,0,S0,-
udp,dns,7.005141,1247,0,S0,-
udp,dns,7.005132,1247,0,S0,-
tcp,http,300.130745,292,775,SF,-
tcp,-,0.031193,0,0,SF,-
udp,dns,0.009826,47,111,SF,-
udp,dns,0.010797,43,111,SF,-
udp,dns,0.009802,36,68,SF,-
udp,dns,0.009878,36,68,SF,-
tcp,http,0.228612,157,371,SF,-
tcp,http,0.239698,135,238,SF,-
udp,dns,0.010202,40,56,SF,-
udp,dhcp,59.296303,3000,0,S0,-
icmp,-,0.020837,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.215546,3000,0,S0,-
udp,dhcp,59.045048,3000,0,S0,-
tcp,-,0.109003,53,0,RSTR,-
udp,dns,0.051921,46,62,SF,-
tcp,-,0.026623,0,0,SF,-
tcp,http,300.150976,292,775,SF,-
udp,dns,0.010418,47,111,SF,-
udp,dns,0.010755,43,111,SF,-
tcp,http,0.238365,135,238,SF,-
tcp,http,0.242081,157,371,SF,-
udp,dns,0.010375,40,56,SF,-
udp,dns,0.009520,40,56,SF,-
icmp,-,0.022665,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
tcp,ssl,68.419095,4373,4865,RSTR,-
udp,dhcp,59.605267,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dhcp,59.359014,3000,0,S0,-
udp,dns,0.010117,47,111,SF,-
tcp,http,305.156469,146,775,SF,-
tcp,-,0.038644,0,0,SF,-
udp,dns,0.038227,47,111,SF,-
udp,dns,0.010550,43,111,SF,-
tcp,-,-,-,-,SH,-
tcp,http,0.229720,157,371,SF,-
tcp,http,0.245494,135,238,SF,-
tcp,-,-,-,-,SH,-
udp,dns,0.011085,40,56,SF,-
udp,dns,0.010471,40,56,SF,-
tcp,-,-,-,-,SH,-
tcp,-,-,-,-,SH,-
icmp,-,0.015446,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,58.959937,3000,0,S0,-
tcp,-,-,-,-,SH,-
udp,dns,0.010341,46,62,SF,-
udp,dhcp,57.525134,3000,0,S0,-
udp,dns,7.005739,804,0,S0,-
udp,dns,7.005713,804,0,S0,-
udp,dns,7.005734,804,0,S0,-
tcp,http,300.181727,292,775,SF,-
tcp,-,0.025358,0,0,SF,-
udp,dns,0.011180,47,111,SF,-
udp,dns,0.011105,43,111,SF,-
udp,dns,0.009119,36,68,SF,-
udp,dns,0.001252,36,68,SF,-
tcp,http,0.227500,135,238,SF,-
udp,dhcp,59.239379,3000,0,S0,-
udp,dns,0.009484,40,56,SF,-
icmp,-,0.028991,560,560,OTH,-
udp,-,0.179562,48,48,SF,-
udp,-,-,-,-,S0,-
tcp,ssl,8.771557,13987,4865,S3,-
udp,dhcp,60.479534,3000,0,S0,-
udp,dhcp,59.481849,3000,0,S0,-
tcp,-,0.107732,53,0,RSTR,-
udp,dns,0.012174,46,62,SF,-
tcp,http,300.118222,292,775,SF,-
tcp,-,0.028798,0,0,SF,-
udp,dns,0.010405,47,111,SF,-
udp,dns,0.011228,43,111,SF,-
tcp,http,0.243197,135,238,SF,-
udp,dns,0.010530,40,56,SF,-
icmp,-,0.016185,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,0.182132,48,48,SF,-
tcp,-,0.149488,241,92,OTH,-
udp,dhcp,58.820979,3000,0,S0,-
udp,dhcp,59.210177,3000,0,S0,-
tcp,ssl,8.697266,3733,4865,S3,-
tcp,http,300.137453,292,775,SF,-
tcp,-,0.026558,0,0,SF,-
udp,dns,0.010101,47,111,SF,-
udp,dns,0.013632,43,111,SF,-
udp,dhcp,59.055720,3000,0,S0,-
icmp,-,0.013672,560,560,OTH,-
udp,-,0.179506,48,48,SF,-
udp,-,0.184303,48,48,SF,-
udp,dhcp,57.279445,3000,0,S0,-
udp,dns,7.004418,804,0,S0,-
udp,dns,7.004427,804,0,S0,-
udp,dns,7.004332,804,0,S0,-
tcp,http,300.115517,292,775,SF,-
tcp,-,0.025304,0,0,SF,-
udp,dhcp,58.463227,3000,0,S0,-
udp,dns,0.009990,47,111,SF,-
udp,dns,0.031827,43,111,SF,-
udp,dns,0.010036,36,68,SF,-
tcp,http,0.235333,157,371,SF,-
tcp,http,0.247318,135,238,SF,-
udp,dns,0.010353,40,56,SF,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
icmp,-,0.029260,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
tcp,ssl,0.766860,1371,6195,SF,-
tcp,ssl,1.199366,1101,62112,SF,-
udp,dns,0.009634,32,48,SF,-
udp,dns,0.011163,37,53,SF,-
udp,dns,0.010850,58,95,SF,-
udp,dhcp,59.195504,3000,0,S0,-
tcp,-,0.107169,53,0,RSTR,-
udp,dns,0.011670,46,62,SF,-
tcp,ssl,160.395705,1674,5380,RSTR,-
udp,dhcp,58.802060,3000,0,S0,-
tcp,http,300.085893,292,775,SF,-
tcp,-,0.026238,0,0,SF,-
udp,dns,0.009836,47,111,SF,-
udp,dns,0.012874,43,111,SF,-
tcp,http,0.241700,157,371,SF,-
tcp,http,0.242098,135,238,SF,-
udp,dns,0.011006,40,56,SF,-
udp,dns,0.011082,40,56,SF,-
icmp,-,0.014701,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,60.133894,3000,0,S0,-
tcp,ssl,300.013908,3562,4865,SF,-
udp,dns,0.049854,46,62,SF,-
tcp,ssl,28.592532,3733,4865,RSTR,-
udp,dhcp,60.760937,3000,0,S0,-
tcp,http,300.143431,292,775,SF,-
tcp,-,0.047034,0,0,SF,-
udp,dns,0.013229,47,111,SF,-
udp,dns,0.016149,43,111,SF,-
tcp,http,0.234827,157,371,SF,-
tcp,http,0.242444,135,238,SF,-
udp,dns,0.011653,40,56,SF,-
udp,dns,0.011728,40,56,SF,-
udp,dhcp,59.503357,3000,0,S0,-
icmp,-,0.009847,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,57.499586,3000,0,S0,-
udp,dns,7.010949,804,0,S0,-
udp,dns,7.010957,804,0,S0,-
udp,dns,7.010967,804,0,S0,-
udp,dhcp,59.530458,3000,0,S0,-
tcp,-,0.024746,0,0,SF,-
tcp,http,300.133906,292,775,SF,-
udp,dns,0.010880,47,111,SF,-
udp,dns,0.022367,43,111,SF,-
udp,dns,0.009440,36,68,SF,-
udp,dns,0.000481,36,68,SF,-
tcp,http,0.227964,157,371,SF,-
tcp,http,0.237846,135,238,SF,-
udp,dns,0.009366,40,56,SF,-
udp,dns,0.007042,40,56,SF,-
icmp,-,0.010358,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.423898,3000,0,S0,-
tcp,-,0.116640,241,92,OTH,-
udp,dhcp,58.607918,3000,0,S0,-
tcp,-,0.026583,0,0,SF,-
tcp,http,300.123515,292,775,SF,-
udp,dns,0.010100,47,111,SF,-
udp,dns,0.012391,43,111,SF,-
tcp,http,0.242216,135,238,SF,-
tcp,http,0.242231,157,371,SF,-
udp,dns,0.011512,40,56,SF,-
udp,dns,0.011652,40,56,SF,-
icmp,-,0.017329,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.178706,3000,0,S0,-
udp,dns,0.009522,46,62,SF,-
udp,dhcp,60.675979,3000,0,S0,-
tcp,-,0.041231,0,0,SF,-
tcp,http,300.124925,292,775,SF,-
udp,dns,0.011154,47,111,SF,-
udp,dns,0.013478,43,111,SF,-
tcp,http,0.226177,135,238,SF,-
tcp,http,0.234826,157,371,SF,-
udp,dns,0.010319,40,56,SF,-
udp,dns,0.009638,40,56,SF,-
udp,dhcp,59.807971,3000,0,S0,-
icmp,-,0.030819,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
tcp,ssl,8.667421,3733,4865,S3,-
udp,dhcp,61.292218,3000,0,S0,-
udp,dns,0.100990,283,0,S0,-
udp,dns,0.100984,412,0,S0,-
udp,dns,0.100977,283,0,S0,-
udp,dns,7.000767,804,0,S0,-
udp,dns,7.000784,804,0,S0,-
udp,dns,7.000777,804,0,S0,-
udp,dhcp,59.183741,3000,0,S0,-
tcp,-,0.034599,0,0,SF,-
tcp,http,300.121241,292,775,SF,-
udp,dns,0.010133,47,111,SF,-
udp,dns,0.041282,43,111,SF,-
udp,dns,0.010379,36,68,SF,-
udp,dns,0.006506,36,68,SF,-
tcp,http,0.242884,135,238,SF,-
tcp,http,0.242888,157,371,SF,-
udp,dns,0.009900,40,56,SF,-
udp,dns,0.009966,40,56,SF,-
icmp,-,0.022269,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,59.700847,3000,0,S0,-
udp,dhcp,59.444808,3000,0,S0,-
tcp,-,0.115184,53,0,RSTR,-
udp,dns,0.011531,46,62,SF,-
tcp,http,300.143349,292,775,SF,-
tcp,-,0.021838,0,0,SF,-
udp,dns,0.011005,47,111,SF,-
udp,dns,0.010222,43,111,SF,-
tcp,http,0.260401,157,371,SF,-
tcp,http,0.263685,135,238,SF,-
udp,dns,0.012904,40,56,SF,-
udp,dns,0.004903,40,56,SF,-
icmp,-,0.033715,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,58.495811,3000,0,S0,-
udp,dhcp,60.090313,3000,0,S0,-
tcp,ssl,299.938978,3818,4865,SF,-
udp,dns,0.011966,46,62,SF,-
tcp,-,0.026592,0,0,SF,-
tcp,http,300.162899,292,775,SF,-
udp,dns,0.010128,47,111,SF,-
udp,dns,0.011338,43,111,SF,-
tcp,http,0.236557,135,238,SF,-
tcp,http,0.228112,157,371,SF,-
udp,dns,0.010973,40,56,SF,-
udp,dns,0.003330,40,56,SF,-
udp,dhcp,57.946481,3000,0,S0,-
icmp,-,0.034412,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dhcp,60.287607,3000,0,S0,-
udp,dns,19.078570,1329,0,S0,-
udp,dns,19.078610,1329,0,S0,-
udp,dns,19.078580,1329,0,S0,-
udp,dns,16.868713,450,0,S0,-
udp,dns,16.868806,450,0,S0,-
udp,dns,16.868790,450,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
tcp,ssl,8.698551,5082,4865,S3,-
udp,dhcp,59.701389,3000,0,S0,-
tcp,-,0.037223,0,0,SF,-
tcp,http,300.125027,292,775,SF,-
udp,dns,0.010185,47,111,SF,-
udp,dns,0.011297,43,111,SF,-
udp,dns,0.010643,36,68,SF,-
udp,dns,0.004200,36,68,SF,-
tcp,-,0.115123,241,92,OTH,-
tcp,http,0.228273,135,238,SF,-
tcp,http,0.230678,157,371,SF,-
udp,dns,0.009876,40,56,SF,-
udp,dns,0.007966,40,56,SF,-
icmp,-,0.016130,560,560,OTH,-
udp,-,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
tcp,-,0.107446,53,0,RSTR,-
udp,dns,0.013025,46,62,SF,-
tcp,ssl,22.846393,3493,4865,RSTR,-
udp,dhcp,58.410520,3000,0,S0,-
udp,dhcp,59.834022,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
tcp,http,23.302710,146,775,S3,-
udp,dhcp,58.997716,3000,0,S0,-
udp,dhcp,59.711646,3000,0,S0,-
udp,dhcp,60.079547,3000,0,S0,-
tcp,ssl,11851.214389,454656,203543,S3,-
udp,dhcp,58.605020,3000,0,S0,-
udp,dns,7.010564,804,0,S0,-
udp,dns,7.010363,804,0,S0,-
udp,dns,7.010559,804,0,S0,-
udp,dhcp,59.098614,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,4.014273,225,0,S0,-
udp,dns,4.014302,225,0,S0,-
udp,dns,4.014273,225,0,S0,-
udp,dhcp,58.433315,3000,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,1.229353,2093,0,S0,-
udp,dns,11.161642,6256,0,S0,-
udp,dns,17.250803,8452,0,S0,-
udp,dns,10.650429,5790,0,S0,-
udp,dns,3.071880,284,0,S0,-
udp,dns,4.094252,396,0,S0,-
udp,dns,13.204997,5415,0,S0,-
udp,-,19576.598629,27148,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,3.994256,548,0,S0,-
udp,dns,3.993623,548,0,S0,-
icmp,-,-,-,-,OTH,-
icmp,-,1.000420,120,0,OTH,-
icmp,-,-,-,-,OTH,-
icmp,-,-,-,-,OTH,-
icmp,-,-,-,-,OTH,-
icmp,-,3.002848,140,0,OTH,-
icmp,-,-,-,-,OTH,-
icmp,-,-,-,-,OTH,-
udp,dhcp,1.038254,0,1096,SHR,-
udp,dhcp,95.484292,3900,0,S0,-
icmp,-,0.000113,24,16,OTH,-
icmp,-,0.002716,24,16,OTH,-
icmp,-,0.124769,24,16,OTH,-
icmp,-,2.048108,40,0,OTH,-
icmp,-,8.628483,16,0,OTH,-
icmp,-,0.006503,24,16,OTH,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,-,-,-,-,S0,-
udp,dns,5.018233,2557,0,S0,-
udp,dns,5.017801,2538,0,S0,-
udp,dns,1.945048,402,0,S0,-
udp,dns,2.997379,557,0,S0,-
udp,dns,13.107705,3227,0,S0,-
udp,dns,2.997273,557,0,S0,-
udp,dns,13.107329,3011,0,S0,-
udp,dns,1.944946,402,0,S0,-
udp,dns,2.561866,559,0,S0,-
udp,dns,2.561960,559,0,S0,-
udp,dns,2.867352,441,0,S0,-
udp,dns,1.842748,329,0,S0,-
udp,dns,4.697938,910,0,S0,-
udp,dns,4.696996,910,0,S0,-
udp,dns,4.709873,750,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,-,-,-,S0,-
udp,dns,1.740517,440,0,S0,-
udp,dns,1.023844,269,0,S0,-
udp,dns,-,-,-,S0,-
udp,dns,39.117232,6164,0,S0,-
udp,dns,39.117329,6330,0,S0,-
udp,dns,13.620959,1137,0,S0,-
udp,dns,13.621151,1137,0,S0,-
udp,dns,13.654171,1137,0,S0,-
udp,dns,13.654073,1137,0,S0,-
udp,dns,8.498024,2930,0,S0,-
udp,dns,12.491572,3274,0,S0,-
udp,dns,2.253751,1798,0,S0,-
udp,dns,1.229638,1575,0,S0,-
udp,-,127.387348,352,0,S0,-
udp,-,89.396315,132,0,S0,-
udp,-,-,-,-,S0,-
icmp,-,1.945701,40,0,OTH,-
icmp,-,1.024087,40,0,OTH,-
icmp,-,59.390351,80,0,OTH,-
icmp,-,-,-,-,OTH,-
,,,,,,
